================================================================================
********************************************************************************
Pure Minimum Conflict Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
14	2124	921	SUCCESS	44
14	1255	529	SUCCESS	45
14	176	73	SUCCESS	46
14	1204	503	SUCCESS	47
14	1728	748	SUCCESS	48
14	2816	1200	SUCCESS	49
14	1903	814	SUCCESS	50
********************************************************************************
15	3767	1373	SUCCESS	1
15	181	62	SUCCESS	2
15	1451	540	SUCCESS	3
15	1829	683	SUCCESS	4
15	2784	1073	SUCCESS	5
15	5102	1887	SUCCESS	6
15	2786	1073	SUCCESS	7
15	5106	1887	SUCCESS	8
15	2782	1073	SUCCESS	9
15	5092	1887	SUCCESS	10
15	2783	1073	SUCCESS	11
15	5089	1887	SUCCESS	12
15	2782	1073	SUCCESS	13
15	5095	1887	SUCCESS	14
15	2782	1073	SUCCESS	15
15	5097	1887	SUCCESS	16
15	2787	1073	SUCCESS	17
15	5090	1887	SUCCESS	18
15	2781	1073	SUCCESS	19
15	5099	1887	SUCCESS	20
15	2778	1073	SUCCESS	21
15	5096	1887	SUCCESS	22
15	2783	1073	SUCCESS	23
15	5102	1887	SUCCESS	24
15	2784	1073	SUCCESS	25
15	5102	1887	SUCCESS	26
15	2783	1073	SUCCESS	27
15	5097	1887	SUCCESS	28
15	2785	1073	SUCCESS	29
15	5098	1887	SUCCESS	30
15	2783	1073	SUCCESS	31
15	5097	1887	SUCCESS	32
15	2784	1073	SUCCESS	33
15	5106	1887	SUCCESS	34
15	2786	1073	SUCCESS	35
15	5102	1887	SUCCESS	36
15	2787	1073	SUCCESS	37
15	5103	1887	SUCCESS	38
15	2786	1073	SUCCESS	39
15	5096	1887	SUCCESS	40
15	2787	1073	SUCCESS	41
15	5098	1887	SUCCESS	42
15	2785	1073	SUCCESS	43
15	5097	1887	SUCCESS	44
15	2780	1073	SUCCESS	45
15	5113	1887	SUCCESS	46
15	2780	1073	SUCCESS	47
15	5100	1887	SUCCESS	48
15	2784	1073	SUCCESS	49
15	5094	1887	SUCCESS	50
********************************************************************************
16	733	253	SUCCESS	1
16	836	295	SUCCESS	2
16	225	74	SUCCESS	3
16	289	99	SUCCESS	4
16	900	321	SUCCESS	5
16	277	91	SUCCESS	6
16	2376	815	SUCCESS	7
16	1512	525	SUCCESS	8
16	663	234	SUCCESS	9
16	329	110	SUCCESS	10
16	623	211	SUCCESS	11
16	1123	391	SUCCESS	12
16	1226	422	SUCCESS	13
16	4510	1565	SUCCESS	14
16	1587	554	SUCCESS	15
16	393	132	SUCCESS	16
16	1415	491	SUCCESS	17
16	889	308	SUCCESS	18
16	317	105	SUCCESS	19
16	2443	839	SUCCESS	20
16	2460	846	SUCCESS	21
16	661	234	SUCCESS	22
16	331	110	SUCCESS	23
16	624	211	SUCCESS	24
16	1121	391	SUCCESS	25
16	1231	422	SUCCESS	26
16	4500	1565	SUCCESS	27
16	1584	554	SUCCESS	28
16	393	132	SUCCESS	29
16	1415	491	SUCCESS	30
16	890	308	SUCCESS	31
16	317	105	SUCCESS	32
16	2439	839	SUCCESS	33
16	2459	846	SUCCESS	34
16	662	234	SUCCESS	35
16	328	110	SUCCESS	36
16	626	211	SUCCESS	37
16	1120	391	SUCCESS	38
16	1229	422	SUCCESS	39
16	4508	1565	SUCCESS	40
16	1586	554	SUCCESS	41
16	392	132	SUCCESS	42
16	1416	491	SUCCESS	43
16	888	308	SUCCESS	44
16	317	105	SUCCESS	45
16	2442	839	SUCCESS	46
16	2463	846	SUCCESS	47
16	663	234	SUCCESS	48
16	329	110	SUCCESS	49
16	625	211	SUCCESS	50
********************************************************************************
17	2998	859	SUCCESS	1
17	173	47	SUCCESS	2
17	1952	559	SUCCESS	3
17	292	82	SUCCESS	4
17	3381	981	SUCCESS	5
17	416	119	SUCCESS	6
17	555	158	SUCCESS	7
17	2113	611	SUCCESS	8
17	677	193	SUCCESS	9
17	2755	785	SUCCESS	10
17	3844	1102	SUCCESS	11
17	466	137	SUCCESS	12
17	688	197	SUCCESS	13
17	497	144	SUCCESS	14
17	235	65	SUCCESS	15
17	1934	556	SUCCESS	16
17	944	267	SUCCESS	17
17	2954	848	SUCCESS	18
17	437	127	SUCCESS	19
17	1956	562	SUCCESS	20
17	906	264	SUCCESS	21
17	1460	428	SUCCESS	22
17	1830	522	SUCCESS	23
17	694	201	SUCCESS	24
17	384	109	SUCCESS	25
17	2556	746	SUCCESS	26
17	633	183	SUCCESS	27
17	489	139	SUCCESS	28
17	301	84	SUCCESS	29
17	1902	562	SUCCESS	30
17	1567	448	SUCCESS	31
17	1696	488	SUCCESS	32
17	346	97	SUCCESS	33
17	3453	984	SUCCESS	34
17	239	67	SUCCESS	35
17	632	183	SUCCESS	36
17	490	139	SUCCESS	37
17	301	84	SUCCESS	38
17	1901	562	SUCCESS	39
17	1568	448	SUCCESS	40
17	1699	488	SUCCESS	41
17	345	97	SUCCESS	42
17	3462	984	SUCCESS	43
17	239	67	SUCCESS	44
17	636	183	SUCCESS	45
17	486	139	SUCCESS	46
17	302	84	SUCCESS	47
17	1903	562	SUCCESS	48
17	1568	448	SUCCESS	49
17	1699	488	SUCCESS	50
********************************************************************************
18	2775	713	SUCCESS	1
18	431	110	SUCCESS	2
18	1138	296	SUCCESS	3
18	2270	587	SUCCESS	4
18	3111	818	SUCCESS	5
18	723	186	SUCCESS	6
18	824	211	SUCCESS	7
18	1111	286	SUCCESS	8
18	11975	3090	SUCCESS	9
18	1916	498	SUCCESS	10
18	1060	275	SUCCESS	11
18	231	58	SUCCESS	12
18	4745	1243	SUCCESS	13
18	1934	494	SUCCESS	14
18	658	169	SUCCESS	15
18	1910	490	SUCCESS	16
18	1295	337	SUCCESS	17
18	2283	588	SUCCESS	18
18	2745	712	SUCCESS	19
18	2120	554	SUCCESS	20
18	477	123	SUCCESS	21
18	1820	471	SUCCESS	22
18	1037	270	SUCCESS	23
18	705	180	SUCCESS	24
18	3436	879	SUCCESS	25
18	832	216	SUCCESS	26
18	1100	285	SUCCESS	27
18	1890	486	SUCCESS	28
18	558	143	SUCCESS	29
18	1072	277	SUCCESS	30
18	11803	3054	SUCCESS	31
18	505	131	SUCCESS	32
18	1221	310	SUCCESS	33
18	1001	258	SUCCESS	34
18	5807	1493	SUCCESS	35
18	8306	2150	SUCCESS	36
18	1894	486	SUCCESS	37
18	558	143	SUCCESS	38
18	1071	277	SUCCESS	39
18	11806	3054	SUCCESS	40
18	504	131	SUCCESS	41
18	1221	310	SUCCESS	42
18	1001	258	SUCCESS	43
18	5807	1493	SUCCESS	44
18	8319	2150	SUCCESS	45
18	1890	486	SUCCESS	46
18	560	143	SUCCESS	47
18	1070	277	SUCCESS	48
18	11814	3054	SUCCESS	49
18	503	131	SUCCESS	50
********************************************************************************
19	6209	1380	SUCCESS	1
19	3157	703	SUCCESS	2
19	4104	907	SUCCESS	3
19	1715	380	SUCCESS	4
19	578	127	SUCCESS	5
19	4535	1002	SUCCESS	6
19	2486	555	SUCCESS	7
19	2267	497	SUCCESS	8
19	4078	907	SUCCESS	9
19	1718	380	SUCCESS	10
19	576	127	SUCCESS	11
19	4537	1002	SUCCESS	12
19	2488	555	SUCCESS	13
19	2248	497	SUCCESS	14
19	4065	907	SUCCESS	15
19	1723	380	SUCCESS	16
19	575	127	SUCCESS	17
19	4530	1002	SUCCESS	18
19	2488	555	SUCCESS	19
19	2252	497	SUCCESS	20
19	4062	907	SUCCESS	21
19	1721	380	SUCCESS	22
19	577	127	SUCCESS	23
19	4541	1002	SUCCESS	24
19	2489	555	SUCCESS	25
19	2261	497	SUCCESS	26
19	4069	907	SUCCESS	27
19	1723	380	SUCCESS	28
19	579	127	SUCCESS	29
19	4538	1002	SUCCESS	30
19	2489	555	SUCCESS	31
19	2246	497	SUCCESS	32
19	4070	907	SUCCESS	33
19	1717	380	SUCCESS	34
19	575	127	SUCCESS	35
19	4544	1002	SUCCESS	36
19	2496	555	SUCCESS	37
19	2256	497	SUCCESS	38
19	4074	907	SUCCESS	39
19	1723	380	SUCCESS	40
19	577	127	SUCCESS	41
19	4537	1002	SUCCESS	42
19	2488	555	SUCCESS	43
19	2254	497	SUCCESS	44
19	4074	907	SUCCESS	45
19	1713	380	SUCCESS	46
19	576	127	SUCCESS	47
19	4543	1002	SUCCESS	48
19	2485	555	SUCCESS	49
19	2265	497	SUCCESS	50
********************************************************************************
20	4617	967	SUCCESS	1
20	5422	1148	SUCCESS	2
20	696	146	SUCCESS	3
20	968	204	SUCCESS	4
20	1051	215	SUCCESS	5
20	2918	618	SUCCESS	6
20	2765	581	SUCCESS	7
20	3497	733	SUCCESS	8
20	3222	680	SUCCESS	9
20	3029	636	SUCCESS	10
20	848	177	SUCCESS	11
20	8462	1785	SUCCESS	12
20	1215	255	SUCCESS	13
20	3725	787	SUCCESS	14
20	10650	2241	SUCCESS	15
20	2534	528	SUCCESS	16
20	1118	235	SUCCESS	17
20	1851	395	SUCCESS	18
20	8606	1806	SUCCESS	19
20	1358	288	SUCCESS	20
20	881	184	SUCCESS	21
20	2687	560	SUCCESS	22
20	514	107	SUCCESS	23
20	863	183	SUCCESS	24
20	1643	346	SUCCESS	25
20	1016	212	SUCCESS	26
20	2626	557	SUCCESS	27
20	12533	2630	SUCCESS	28
20	4220	893	SUCCESS	29
20	894	188	SUCCESS	30
20	6269	1320	SUCCESS	31
20	2981	625	SUCCESS	32
20	448	94	SUCCESS	33
20	3152	674	SUCCESS	34
20	508	106	SUCCESS	35
20	561	118	SUCCESS	36
20	997	209	SUCCESS	37
20	3230	680	SUCCESS	38
20	3032	636	SUCCESS	39
20	846	177	SUCCESS	40
20	8456	1785	SUCCESS	41
20	1217	255	SUCCESS	42
20	3727	787	SUCCESS	43
20	10647	2241	SUCCESS	44
20	2532	528	SUCCESS	45
20	1116	235	SUCCESS	46
20	1854	395	SUCCESS	47
20	8606	1806	SUCCESS	48
20	7624	1605	SUCCESS	49
20	1661	351	SUCCESS	50
********************************************************************************
30	3815	369	SUCCESS	1
30	5372	513	SUCCESS	2
30	16963	1625	SUCCESS	3
30	2733	266	SUCCESS	4
30	10904	1046	SUCCESS	5
30	4009	389	SUCCESS	6
30	1182	116	SUCCESS	7
30	1323	129	SUCCESS	8
30	5082	490	SUCCESS	9
30	3224	311	SUCCESS	10
30	8916	855	SUCCESS	11
30	4880	470	SUCCESS	12
30	8610	831	SUCCESS	13
30	8706	832	SUCCESS	14
30	3807	364	SUCCESS	15
30	3319	324	SUCCESS	16
30	3760	364	SUCCESS	17
30	2255	218	SUCCESS	18
30	18191	1741	SUCCESS	19
30	4812	465	SUCCESS	20
30	3692	357	SUCCESS	21
30	5441	533	SUCCESS	22
30	5856	568	SUCCESS	23
30	10112	971	SUCCESS	24
30	5308	516	SUCCESS	25
30	13950	1330	SUCCESS	26
30	3331	321	SUCCESS	27
30	17306	1669	SUCCESS	28
30	11115	1072	SUCCESS	29
30	8072	773	SUCCESS	30
30	3082	297	SUCCESS	31
30	6058	587	SUCCESS	32
30	2403	231	SUCCESS	33
30	4640	444	SUCCESS	34
30	9512	916	SUCCESS	35
30	23100	2216	SUCCESS	36
30	1957	191	SUCCESS	37
30	10091	971	SUCCESS	38
30	4425	428	SUCCESS	39
30	3846	370	SUCCESS	40
30	11665	1123	SUCCESS	41
30	5226	503	SUCCESS	42
30	8857	858	SUCCESS	43
30	23253	2232	SUCCESS	44
30	5976	577	SUCCESS	45
30	9608	918	SUCCESS	46
30	5589	543	SUCCESS	47
30	5128	493	SUCCESS	48
30	11591	1111	SUCCESS	49
30	11792	1131	SUCCESS	50
********************************************************************************
40	11776	720	SUCCESS	1
40	11178	684	SUCCESS	2
40	11119	684	SUCCESS	3
40	34905	2127	SUCCESS	4
40	6399	394	SUCCESS	5
40	8244	505	SUCCESS	6
40	22807	1394	SUCCESS	7
40	4402	269	SUCCESS	8
40	34230	2092	SUCCESS	9
40	3731	230	SUCCESS	10
40	2911	179	SUCCESS	11
40	18178	1105	SUCCESS	12
40	5532	339	SUCCESS	13
40	4828	295	SUCCESS	14
40	25145	1536	SUCCESS	15
40	6526	399	SUCCESS	16
40	6387	389	SUCCESS	17
40	19891	1209	SUCCESS	18
40	5482	340	SUCCESS	19
40	5882	361	SUCCESS	20
40	9088	556	SUCCESS	21
40	10007	612	SUCCESS	22
40	18222	1107	SUCCESS	23
40	7301	447	SUCCESS	24
40	6249	385	SUCCESS	25
40	6262	382	SUCCESS	26
40	23330	1424	SUCCESS	27
40	8656	531	SUCCESS	28
40	4184	258	SUCCESS	29
40	7158	441	SUCCESS	30
40	4921	301	SUCCESS	31
40	9080	556	SUCCESS	32
40	10002	612	SUCCESS	33
40	18218	1107	SUCCESS	34
40	7293	447	SUCCESS	35
40	6257	385	SUCCESS	36
40	6262	382	SUCCESS	37
40	23321	1424	SUCCESS	38
40	8657	531	SUCCESS	39
40	4184	258	SUCCESS	40
40	7159	441	SUCCESS	41
40	4923	301	SUCCESS	42
40	9085	556	SUCCESS	43
40	10004	612	SUCCESS	44
40	18219	1107	SUCCESS	45
40	7296	447	SUCCESS	46
40	6257	385	SUCCESS	47
40	6265	382	SUCCESS	48
40	23333	1424	SUCCESS	49
40	8656	531	SUCCESS	50
********************************************************************************
50	19126	740	SUCCESS	1
50	6964	272	SUCCESS	2
50	39006	1516	SUCCESS	3
50	14790	573	SUCCESS	4
50	9480	372	SUCCESS	5
50	16891	654	SUCCESS	6
50	10609	413	SUCCESS	7
50	24648	957	SUCCESS	8
50	21936	852	SUCCESS	9
50	77019	2983	SUCCESS	10
50	59469	2316	SUCCESS	11
50	33458	1297	SUCCESS	12
50	17136	670	SUCCESS	13
50	38489	1496	SUCCESS	14
50	7147	278	SUCCESS	15
50	14534	564	SUCCESS	16
50	69564	2695	SUCCESS	17
50	12394	487	SUCCESS	18
50	8525	330	SUCCESS	19
50	15523	606	SUCCESS	20
50	15657	610	SUCCESS	21
50	9947	387	SUCCESS	22
50	21520	842	SUCCESS	23
50	40930	1591	SUCCESS	24
50	43290	1681	SUCCESS	25
50	8678	339	SUCCESS	26
50	17659	688	SUCCESS	27
50	14342	557	SUCCESS	28
50	66400	2583	SUCCESS	29
50	17122	668	SUCCESS	30
50	74293	2881	SUCCESS	31
50	22719	883	SUCCESS	32
50	7872	307	SUCCESS	33
50	6695	261	SUCCESS	34
50	18446	721	SUCCESS	35
50	7473	292	SUCCESS	36
50	65887	2560	SUCCESS	37
50	13651	532	SUCCESS	38
50	91784	3556	SUCCESS	39
50	10890	420	SUCCESS	40
50	14834	575	SUCCESS	41
50	10257	400	SUCCESS	42
50	45166	1754	SUCCESS	43
50	24252	944	SUCCESS	44
50	11081	433	SUCCESS	45
50	67207	2603	SUCCESS	46
50	67004	2599	SUCCESS	47
50	51020	1982	SUCCESS	48
50	58415	2263	SUCCESS	49
50	19269	750	SUCCESS	50
********************************************************************************
60	64928	1748	SUCCESS	1
60	65726	1771	SUCCESS	2
60	28372	762	SUCCESS	3
60	28798	776	SUCCESS	4
60	23199	624	SUCCESS	5
60	16180	436	SUCCESS	6
60	40296	1087	SUCCESS	7
60	118384	3166	SUCCESS	8
60	77608	2088	SUCCESS	9
60	24799	667	SUCCESS	10
60	84634	2274	SUCCESS	11
60	42380	1143	SUCCESS	12
60	22070	595	SUCCESS	13
60	35269	947	SUCCESS	14
60	31182	841	SUCCESS	15
60	30584	820	SUCCESS	16
60	18371	494	SUCCESS	17
60	39549	1069	SUCCESS	18
60	37577	1009	SUCCESS	19
60	29232	791	SUCCESS	20
60	23608	637	SUCCESS	21
60	23965	648	SUCCESS	22
60	36476	983	SUCCESS	23
60	60714	1651	SUCCESS	24
60	80271	2159	SUCCESS	25
60	20152	542	SUCCESS	26
60	85602	2314	SUCCESS	27
60	20640	556	SUCCESS	28
60	21600	581	SUCCESS	29
60	82298	2215	SUCCESS	30
60	21266	580	SUCCESS	31
60	39039	1051	SUCCESS	32
60	114828	3079	SUCCESS	33
60	44421	1199	SUCCESS	34
60	32254	870	SUCCESS	35
60	30977	840	SUCCESS	36
60	31527	852	SUCCESS	37
60	59843	1614	SUCCESS	38
60	28825	774	SUCCESS	39
60	20507	553	SUCCESS	40
60	16559	448	SUCCESS	41
60	14915	401	SUCCESS	42
60	22205	597	SUCCESS	43
60	62209	1673	SUCCESS	44
60	18418	501	SUCCESS	45
60	73321	1969	SUCCESS	46
60	16400	442	SUCCESS	47
60	22017	588	SUCCESS	48
60	24000	643	SUCCESS	49
60	105242	2826	SUCCESS	50
********************************************************************************
70	53203	1200	SUCCESS	1
70	38712	875	SUCCESS	2
70	41229	928	SUCCESS	3
70	52372	1182	SUCCESS	4
70	97567	2192	SUCCESS	5
70	101672	2287	SUCCESS	6
70	29691	670	SUCCESS	7
70	27110	611	SUCCESS	8
70	32009	723	SUCCESS	9
70	114552	2579	SUCCESS	10
70	114489	2578	SUCCESS	11
70	27462	619	SUCCESS	12
70	38870	877	SUCCESS	13
70	85432	1925	SUCCESS	14
70	27933	631	SUCCESS	15
70	92149	2073	SUCCESS	16
70	29207	653	SUCCESS	17
70	19648	443	SUCCESS	18
70	23353	524	SUCCESS	19
70	104520	2353	SUCCESS	20
70	44428	1004	SUCCESS	21
70	15671	355	SUCCESS	22
70	29207	659	SUCCESS	23
70	88867	2003	SUCCESS	24
70	38776	875	SUCCESS	25
70	59518	1342	SUCCESS	26
70	214502	4774	SUCCESS	27
70	29483	669	SUCCESS	28
70	42823	967	SUCCESS	29
70	55584	1255	SUCCESS	30
70	40359	908	SUCCESS	31
70	150164	3380	SUCCESS	32
70	44481	999	SUCCESS	33
70	27800	628	SUCCESS	34
70	92227	2078	SUCCESS	35
70	31311	708	SUCCESS	36
70	33629	757	SUCCESS	37
70	24518	553	SUCCESS	38
70	24463	550	SUCCESS	39
70	36271	816	SUCCESS	40
70	55113	1244	SUCCESS	41
70	89304	2001	SUCCESS	42
70	49459	1119	SUCCESS	43
70	54386	1231	SUCCESS	44
70	98715	2220	SUCCESS	45
70	46653	1050	SUCCESS	46
70	57530	1302	SUCCESS	47
70	55260	1247	SUCCESS	48
70	23609	535	SUCCESS	49
70	24054	544	SUCCESS	50
********************************************************************************
80	80935	1357	SUCCESS	1
80	165392	2768	SUCCESS	2
80	59018	990	SUCCESS	3
80	121762	2044	SUCCESS	4
80	30723	518	SUCCESS	5
80	176336	2958	SUCCESS	6
80	42803	717	SUCCESS	7
80	55696	936	SUCCESS	8
80	28255	475	SUCCESS	9
80	161733	2705	SUCCESS	10
80	36014	602	SUCCESS	11
80	151220	2536	SUCCESS	12
80	39822	669	SUCCESS	13
80	58619	980	SUCCESS	14
80	168373	2817	SUCCESS	15
80	36475	614	SUCCESS	16
80	146366	2456	SUCCESS	17
80	83451	1393	SUCCESS	18
80	70864	1188	SUCCESS	19
80	52300	875	SUCCESS	20
80	73128	1223	SUCCESS	21
80	33999	571	SUCCESS	22
80	87747	1469	SUCCESS	23
80	23694	397	SUCCESS	24
80	31350	526	SUCCESS	25
80	31121	524	SUCCESS	26
80	152009	2542	SUCCESS	27
80	44172	741	SUCCESS	28
80	37736	630	SUCCESS	29
80	47309	795	SUCCESS	30
80	32291	540	SUCCESS	31
80	70669	1194	SUCCESS	32
80	91190	1526	SUCCESS	33
80	26923	452	SUCCESS	34
80	52101	876	SUCCESS	35
80	80995	1356	SUCCESS	36
80	60197	1007	SUCCESS	37
80	69416	1165	SUCCESS	38
80	148709	2484	SUCCESS	39
80	63717	1069	SUCCESS	40
80	141904	2379	SUCCESS	41
80	41087	690	SUCCESS	42
80	187164	3135	SUCCESS	43
80	65713	1101	SUCCESS	44
80	88269	1479	SUCCESS	45
80	49531	830	SUCCESS	46
80	27949	471	SUCCESS	47
80	42005	702	SUCCESS	48
80	67631	1136	SUCCESS	49
80	132263	2213	SUCCESS	50
********************************************************************************
90	93681	1309	SUCCESS	1
90	60644	851	SUCCESS	2
90	92948	1306	SUCCESS	3
90	114022	1606	SUCCESS	4
90	62005	873	SUCCESS	5
90	42788	603	SUCCESS	6
90	126845	1779	SUCCESS	7
90	108617	1523	SUCCESS	8
90	300315	4200	SUCCESS	9
90	81949	1149	SUCCESS	10
90	127295	1788	SUCCESS	11
90	95036	1336	SUCCESS	12
90	67210	946	SUCCESS	13
90	221576	3105	SUCCESS	14
90	196842	2761	SUCCESS	15
90	68753	969	SUCCESS	16
90	69405	974	SUCCESS	17
90	228994	3210	SUCCESS	18
90	99935	1394	SUCCESS	19
90	59182	829	SUCCESS	20
90	344849	4834	SUCCESS	21
90	85758	1204	SUCCESS	22
90	64103	900	SUCCESS	23
90	120626	1688	SUCCESS	24
90	79709	1119	SUCCESS	25
90	37664	530	SUCCESS	26
90	43294	608	SUCCESS	27
90	92828	1307	SUCCESS	28
90	86669	1212	SUCCESS	29
90	207864	2921	SUCCESS	30
90	125509	1756	SUCCESS	31
90	62998	878	SUCCESS	32
90	51530	723	SUCCESS	33
90	45007	634	SUCCESS	34
90	40728	573	SUCCESS	35
90	40875	576	SUCCESS	36
90	31087	436	SUCCESS	37
90	250372	3501	SUCCESS	38
90	34688	488	SUCCESS	39
90	58477	823	SUCCESS	40
90	55254	776	SUCCESS	41
90	44488	624	SUCCESS	42
90	77410	1085	SUCCESS	43
90	126309	1771	SUCCESS	44
90	189028	2644	SUCCESS	45
90	56384	787	SUCCESS	46
90	70139	985	SUCCESS	47
90	103853	1454	SUCCESS	48
90	211047	2960	SUCCESS	49
90	85586	1194	SUCCESS	50
********************************************************************************
100	114381	1211	SUCCESS	1
100	84522	896	SUCCESS	2
100	126822	1344	SUCCESS	3
100	46373	493	SUCCESS	4
100	167386	1768	SUCCESS	5
100	147459	1559	SUCCESS	6
100	93868	999	SUCCESS	7
100	70057	739	SUCCESS	8
100	49041	519	SUCCESS	9
100	76323	811	SUCCESS	10
100	81680	865	SUCCESS	11
100	146718	1553	SUCCESS	12
100	50004	532	SUCCESS	13
100	172004	1823	SUCCESS	14
100	157717	1670	SUCCESS	15
100	77154	819	SUCCESS	16
100	74670	791	SUCCESS	17
100	136543	1451	SUCCESS	18
100	101954	1084	SUCCESS	19
100	489106	5179	SUCCESS	20
100	133731	1417	SUCCESS	21
100	93496	993	SUCCESS	22
100	110273	1164	SUCCESS	23
100	72279	769	SUCCESS	24
100	94327	998	SUCCESS	25
100	65524	695	SUCCESS	26
100	74054	785	SUCCESS	27
100	154816	1638	SUCCESS	28
100	45806	485	SUCCESS	29
100	85581	912	SUCCESS	30
100	41544	441	SUCCESS	31
100	58537	621	SUCCESS	32
100	162126	1720	SUCCESS	33
100	64360	684	SUCCESS	34
100	65686	697	SUCCESS	35
100	275075	2915	SUCCESS	36
100	245958	2600	SUCCESS	37
100	552762	5848	SUCCESS	38
100	135015	1432	SUCCESS	39
100	114504	1211	SUCCESS	40
100	135231	1425	SUCCESS	41
100	375823	3978	SUCCESS	42
100	50367	535	SUCCESS	43
100	182453	1935	SUCCESS	44
100	139134	1479	SUCCESS	45
100	137936	1460	SUCCESS	46
100	115501	1228	SUCCESS	47
100	102537	1090	SUCCESS	48
100	79176	838	SUCCESS	49
100	62715	663	SUCCESS	50
********************************************************************************
4	15	42	SUCCESS	1
4	4	11	SUCCESS	2
4	3	9	SUCCESS	3
4	9	27	SUCCESS	4
4	6	17	SUCCESS	5
4	3	9	SUCCESS	6
4	9	27	SUCCESS	7
4	6	17	SUCCESS	8
4	3	9	SUCCESS	9
4	6	27	SUCCESS	10
4	4	17	SUCCESS	11
4	3	9	SUCCESS	12
4	6	27	SUCCESS	13
4	5	17	SUCCESS	14
4	3	9	SUCCESS	15
4	6	27	SUCCESS	16
4	4	17	SUCCESS	17
4	3	9	SUCCESS	18
4	6	27	SUCCESS	19
4	4	17	SUCCESS	20
4	3	9	SUCCESS	21
4	6	27	SUCCESS	22
4	4	17	SUCCESS	23
4	3	9	SUCCESS	24
4	6	27	SUCCESS	25
4	5	17	SUCCESS	26
4	3	9	SUCCESS	27
4	9	27	SUCCESS	28
4	5	17	SUCCESS	29
4	3	9	SUCCESS	30
4	6	27	SUCCESS	31
4	4	17	SUCCESS	32
4	3	9	SUCCESS	33
4	6	27	SUCCESS	34
4	4	17	SUCCESS	35
4	2	9	SUCCESS	36
4	7	27	SUCCESS	37
4	4	17	SUCCESS	38
4	3	9	SUCCESS	39
4	6	27	SUCCESS	40
4	5	17	SUCCESS	41
4	2	9	SUCCESS	42
4	7	27	SUCCESS	43
4	5	17	SUCCESS	44
4	3	9	SUCCESS	45
4	6	27	SUCCESS	46
4	4	17	SUCCESS	47
4	3	9	SUCCESS	48
4	6	27	SUCCESS	49
4	5	17	SUCCESS	50
********************************************************************************
5	13	20	SUCCESS	1
5	10	19	SUCCESS	2
5	14	28	SUCCESS	3
5	42	107	SUCCESS	4
5	13	24	SUCCESS	5
5	10	19	SUCCESS	6
5	6	10	SUCCESS	7
5	8	14	SUCCESS	8
5	4	10	SUCCESS	9
5	6	14	SUCCESS	10
5	5	10	SUCCESS	11
5	6	14	SUCCESS	12
5	4	10	SUCCESS	13
5	6	14	SUCCESS	14
5	4	10	SUCCESS	15
5	6	14	SUCCESS	16
5	5	10	SUCCESS	17
5	5	14	SUCCESS	18
5	4	10	SUCCESS	19
5	6	14	SUCCESS	20
5	4	10	SUCCESS	21
5	6	14	SUCCESS	22
5	4	10	SUCCESS	23
5	6	14	SUCCESS	24
5	4	10	SUCCESS	25
5	5	14	SUCCESS	26
5	4	10	SUCCESS	27
5	5	14	SUCCESS	28
5	4	10	SUCCESS	29
5	5	14	SUCCESS	30
5	4	10	SUCCESS	31
5	5	14	SUCCESS	32
5	4	10	SUCCESS	33
5	5	14	SUCCESS	34
5	4	10	SUCCESS	35
5	6	14	SUCCESS	36
5	4	10	SUCCESS	37
5	6	14	SUCCESS	38
5	4	10	SUCCESS	39
5	6	14	SUCCESS	40
5	4	10	SUCCESS	41
5	6	14	SUCCESS	42
5	4	10	SUCCESS	43
5	6	14	SUCCESS	44
5	4	10	SUCCESS	45
5	5	14	SUCCESS	46
5	4	10	SUCCESS	47
5	5	14	SUCCESS	48
5	4	10	SUCCESS	49
5	5	14	SUCCESS	50
********************************************************************************
6	20	26	SUCCESS	1
6	12	17	SUCCESS	2
6	211	392	SUCCESS	3
6	11	17	SUCCESS	4
6	204	392	SUCCESS	5
6	11	17	SUCCESS	6
6	208	392	SUCCESS	7
6	11	17	SUCCESS	8
6	204	392	SUCCESS	9
6	11	17	SUCCESS	10
6	202	392	SUCCESS	11
6	12	17	SUCCESS	12
6	199	392	SUCCESS	13
6	11	17	SUCCESS	14
6	201	392	SUCCESS	15
6	11	17	SUCCESS	16
6	203	392	SUCCESS	17
6	11	17	SUCCESS	18
6	201	392	SUCCESS	19
6	11	17	SUCCESS	20
6	199	392	SUCCESS	21
6	11	17	SUCCESS	22
6	201	392	SUCCESS	23
6	11	17	SUCCESS	24
6	203	392	SUCCESS	25
6	11	17	SUCCESS	26
6	199	392	SUCCESS	27
6	11	17	SUCCESS	28
6	199	392	SUCCESS	29
6	11	17	SUCCESS	30
6	202	392	SUCCESS	31
6	11	17	SUCCESS	32
6	201	392	SUCCESS	33
6	10	17	SUCCESS	34
6	202	392	SUCCESS	35
6	11	17	SUCCESS	36
6	201	392	SUCCESS	37
6	10	17	SUCCESS	38
6	201	392	SUCCESS	39
6	11	17	SUCCESS	40
6	200	392	SUCCESS	41
6	11	17	SUCCESS	42
6	199	392	SUCCESS	43
6	16	17	SUCCESS	44
6	201	392	SUCCESS	45
6	11	17	SUCCESS	46
6	200	392	SUCCESS	47
6	11	17	SUCCESS	48
6	200	392	SUCCESS	49
6	10	17	SUCCESS	50
********************************************************************************
