================================================================================
********************************************************************************
Pure Minimum Conflict Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
15	1998	737	SUCCESS	13
15	276	101	SUCCESS	14
15	1515	559	SUCCESS	15
15	343	122	SUCCESS	16
15	2846	1054	SUCCESS	17
15	1127	414	SUCCESS	18
15	715	270	SUCCESS	19
15	2815	1042	SUCCESS	20
15	1998	737	SUCCESS	21
15	276	101	SUCCESS	22
15	1513	559	SUCCESS	23
15	342	122	SUCCESS	24
15	2840	1054	SUCCESS	25
15	1129	414	SUCCESS	26
15	713	270	SUCCESS	27
15	2819	1042	SUCCESS	28
15	1990	737	SUCCESS	29
15	275	101	SUCCESS	30
15	1509	559	SUCCESS	31
15	344	122	SUCCESS	32
15	2849	1054	SUCCESS	33
15	1129	414	SUCCESS	34
15	713	270	SUCCESS	35
15	2811	1042	SUCCESS	36
15	1989	737	SUCCESS	37
15	275	101	SUCCESS	38
15	1511	559	SUCCESS	39
15	341	122	SUCCESS	40
15	2843	1054	SUCCESS	41
15	1129	414	SUCCESS	42
15	715	270	SUCCESS	43
15	2817	1042	SUCCESS	44
15	1990	737	SUCCESS	45
15	276	101	SUCCESS	46
15	1512	559	SUCCESS	47
15	342	122	SUCCESS	48
15	2846	1054	SUCCESS	49
15	1128	414	SUCCESS	50
********************************************************************************
16	207	68	SUCCESS	1
16	338	112	SUCCESS	2
16	307	106	SUCCESS	3
16	1703	581	SUCCESS	4
16	664	227	SUCCESS	5
16	2307	798	SUCCESS	6
16	715	247	SUCCESS	7
16	2676	941	SUCCESS	8
16	263	89	SUCCESS	9
16	449	153	SUCCESS	10
16	2408	845	SUCCESS	11
16	827	290	SUCCESS	12
16	590	200	SUCCESS	13
16	445	152	SUCCESS	14
16	675	234	SUCCESS	15
16	186	61	SUCCESS	16
16	333	112	SUCCESS	17
16	308	106	SUCCESS	18
16	1696	581	SUCCESS	19
16	669	227	SUCCESS	20
16	2300	798	SUCCESS	21
16	720	247	SUCCESS	22
16	2683	941	SUCCESS	23
16	263	89	SUCCESS	24
16	445	153	SUCCESS	25
16	2404	845	SUCCESS	26
16	825	290	SUCCESS	27
16	588	200	SUCCESS	28
16	448	152	SUCCESS	29
16	675	234	SUCCESS	30
16	186	61	SUCCESS	31
16	333	112	SUCCESS	32
16	307	106	SUCCESS	33
16	1697	581	SUCCESS	34
16	668	227	SUCCESS	35
16	2306	798	SUCCESS	36
16	718	247	SUCCESS	37
16	2675	941	SUCCESS	38
16	266	89	SUCCESS	39
16	444	153	SUCCESS	40
16	2406	845	SUCCESS	41
16	826	290	SUCCESS	42
16	590	200	SUCCESS	43
16	447	152	SUCCESS	44
16	676	234	SUCCESS	45
16	184	61	SUCCESS	46
16	334	112	SUCCESS	47
16	308	106	SUCCESS	48
16	1700	581	SUCCESS	49
16	665	227	SUCCESS	50
********************************************************************************
17	852	244	SUCCESS	1
17	2913	834	SUCCESS	2
17	1661	477	SUCCESS	3
17	375	106	SUCCESS	4
17	777	227	SUCCESS	5
17	444	124	SUCCESS	6
17	721	206	SUCCESS	7
17	701	200	SUCCESS	8
17	3003	867	SUCCESS	9
17	2995	867	SUCCESS	10
17	2995	867	SUCCESS	11
17	1722	501	SUCCESS	12
17	9419	2707	SUCCESS	13
17	505	147	SUCCESS	14
17	1895	545	SUCCESS	15
17	6627	1928	SUCCESS	16
17	3050	883	SUCCESS	17
17	3043	882	SUCCESS	18
17	521	150	SUCCESS	19
17	572	168	SUCCESS	20
17	2857	822	SUCCESS	21
17	888	258	SUCCESS	22
17	3929	1139	SUCCESS	23
17	2199	638	SUCCESS	24
17	3120	908	SUCCESS	25
17	928	266	SUCCESS	26
17	477	138	SUCCESS	27
17	9335	2707	SUCCESS	28
17	503	147	SUCCESS	29
17	1895	545	SUCCESS	30
17	6619	1928	SUCCESS	31
17	3055	883	SUCCESS	32
17	3052	882	SUCCESS	33
17	522	150	SUCCESS	34
17	572	168	SUCCESS	35
17	2867	822	SUCCESS	36
17	889	258	SUCCESS	37
17	3942	1139	SUCCESS	38
17	2199	638	SUCCESS	39
17	3123	908	SUCCESS	40
17	926	266	SUCCESS	41
17	478	138	SUCCESS	42
17	9366	2707	SUCCESS	43
17	507	147	SUCCESS	44
17	1895	545	SUCCESS	45
17	6630	1928	SUCCESS	46
17	3058	883	SUCCESS	47
17	3047	882	SUCCESS	48
17	521	150	SUCCESS	49
17	571	168	SUCCESS	50
********************************************************************************
18	837	214	SUCCESS	1
18	6611	1702	SUCCESS	2
18	678	175	SUCCESS	3
18	2075	538	SUCCESS	4
18	8943	2330	SUCCESS	5
18	2753	714	SUCCESS	6
18	6453	1668	SUCCESS	7
18	3245	842	SUCCESS	8
18	648	169	SUCCESS	9
18	2084	540	SUCCESS	10
18	4511	1171	SUCCESS	11
18	3385	881	SUCCESS	12
18	2228	573	SUCCESS	13
18	411	108	SUCCESS	14
18	3254	850	SUCCESS	15
18	894	227	SUCCESS	16
18	2182	567	SUCCESS	17
18	5549	1443	SUCCESS	18
18	3287	850	SUCCESS	19
18	896	227	SUCCESS	20
18	2181	567	SUCCESS	21
18	5539	1443	SUCCESS	22
18	3283	850	SUCCESS	23
18	893	227	SUCCESS	24
18	2184	567	SUCCESS	25
18	5538	1443	SUCCESS	26
18	3281	850	SUCCESS	27
18	895	227	SUCCESS	28
18	2186	567	SUCCESS	29
18	5532	1443	SUCCESS	30
18	3287	850	SUCCESS	31
18	895	227	SUCCESS	32
18	2180	567	SUCCESS	33
18	5532	1443	SUCCESS	34
18	3284	850	SUCCESS	35
18	896	227	SUCCESS	36
18	2182	567	SUCCESS	37
18	5534	1443	SUCCESS	38
18	3283	850	SUCCESS	39
18	895	227	SUCCESS	40
18	2182	567	SUCCESS	41
18	5538	1443	SUCCESS	42
18	3285	850	SUCCESS	43
18	896	227	SUCCESS	44
18	2184	567	SUCCESS	45
18	5541	1443	SUCCESS	46
18	3288	850	SUCCESS	47
18	895	227	SUCCESS	48
18	2184	567	SUCCESS	49
18	5535	1443	SUCCESS	50
********************************************************************************
19	7032	1570	SUCCESS	1
19	1173	264	SUCCESS	2
19	4312	961	SUCCESS	3
19	2207	488	SUCCESS	4
19	1548	344	SUCCESS	5
19	853	190	SUCCESS	6
19	4486	999	SUCCESS	7
19	1605	359	SUCCESS	8
19	6107	1364	SUCCESS	9
19	2094	463	SUCCESS	10
19	7489	1673	SUCCESS	11
19	747	162	SUCCESS	12
19	1400	313	SUCCESS	13
19	1607	363	SUCCESS	14
19	6627	1470	SUCCESS	15
19	2607	577	SUCCESS	16
19	927	204	SUCCESS	17
19	574	128	SUCCESS	18
19	2573	567	SUCCESS	19
19	14573	3237	SUCCESS	20
19	974	217	SUCCESS	21
19	241	53	SUCCESS	22
19	703	155	SUCCESS	23
19	2397	531	SUCCESS	24
19	1487	332	SUCCESS	25
19	5990	1324	SUCCESS	26
19	2656	590	SUCCESS	27
19	894	198	SUCCESS	28
19	1269	285	SUCCESS	29
19	441	96	SUCCESS	30
19	1560	349	SUCCESS	31
19	6718	1506	SUCCESS	32
19	556	122	SUCCESS	33
19	3276	726	SUCCESS	34
19	2932	654	SUCCESS	35
19	3317	737	SUCCESS	36
19	2717	603	SUCCESS	37
19	620	137	SUCCESS	38
19	3063	686	SUCCESS	39
19	2043	462	SUCCESS	40
19	313	68	SUCCESS	41
19	1516	340	SUCCESS	42
19	587	131	SUCCESS	43
19	1580	348	SUCCESS	44
19	3776	835	SUCCESS	45
19	3058	685	SUCCESS	46
19	3129	701	SUCCESS	47
19	725	160	SUCCESS	48
19	6701	1481	SUCCESS	49
19	2071	464	SUCCESS	50
********************************************************************************
20	8017	1680	SUCCESS	1
20	2508	532	SUCCESS	2
20	857	181	SUCCESS	3
20	1368	290	SUCCESS	4
20	3594	756	SUCCESS	5
20	634	133	SUCCESS	6
20	7028	1486	SUCCESS	7
20	5056	1062	SUCCESS	8
20	1042	219	SUCCESS	9
20	550	114	SUCCESS	10
20	3688	790	SUCCESS	11
20	880	186	SUCCESS	12
20	8241	1734	SUCCESS	13
20	3554	755	SUCCESS	14
20	3527	737	SUCCESS	15
20	950	198	SUCCESS	16
20	277	58	SUCCESS	17
20	3486	732	SUCCESS	18
20	1787	374	SUCCESS	19
20	5592	1174	SUCCESS	20
20	3138	659	SUCCESS	21
20	775	162	SUCCESS	22
20	2631	554	SUCCESS	23
20	4632	966	SUCCESS	24
20	2241	473	SUCCESS	25
20	841	177	SUCCESS	26
20	1525	320	SUCCESS	27
20	1677	354	SUCCESS	28
20	1184	248	SUCCESS	29
20	1158	243	SUCCESS	30
20	9047	1896	SUCCESS	31
20	495	104	SUCCESS	32
20	5003	1051	SUCCESS	33
20	2670	560	SUCCESS	34
20	2743	575	SUCCESS	35
20	5164	1083	SUCCESS	36
20	760	159	SUCCESS	37
20	2639	554	SUCCESS	38
20	4632	966	SUCCESS	39
20	2245	473	SUCCESS	40
20	843	177	SUCCESS	41
20	1527	320	SUCCESS	42
20	1677	354	SUCCESS	43
20	1184	248	SUCCESS	44
20	1158	243	SUCCESS	45
20	9050	1896	SUCCESS	46
20	496	104	SUCCESS	47
20	5006	1051	SUCCESS	48
20	2670	560	SUCCESS	49
20	2740	575	SUCCESS	50
********************************************************************************
30	9375	899	SUCCESS	1
30	5239	507	SUCCESS	2
30	17588	1681	SUCCESS	3
30	2814	272	SUCCESS	4
30	4621	445	SUCCESS	5
30	3841	371	SUCCESS	6
30	2765	266	SUCCESS	7
30	4315	416	SUCCESS	8
30	5288	509	SUCCESS	9
30	4597	441	SUCCESS	10
30	2917	282	SUCCESS	11
30	2491	238	SUCCESS	12
30	8165	789	SUCCESS	13
30	28307	2729	SUCCESS	14
30	4918	478	SUCCESS	15
30	17303	1648	SUCCESS	16
30	12156	1175	SUCCESS	17
30	21583	2064	SUCCESS	18
30	2777	266	SUCCESS	19
30	24460	2350	SUCCESS	20
30	10825	1047	SUCCESS	21
30	12122	1175	SUCCESS	22
30	21566	2064	SUCCESS	23
30	2776	266	SUCCESS	24
30	24606	2350	SUCCESS	25
30	10841	1047	SUCCESS	26
30	12129	1175	SUCCESS	27
30	21474	2064	SUCCESS	28
30	2758	266	SUCCESS	29
30	24648	2350	SUCCESS	30
30	10891	1047	SUCCESS	31
30	12127	1175	SUCCESS	32
30	21594	2064	SUCCESS	33
30	2752	266	SUCCESS	34
30	24994	2381	SUCCESS	35
30	8619	827	SUCCESS	36
30	1704	164	SUCCESS	37
30	3989	382	SUCCESS	38
30	9689	922	SUCCESS	39
30	4166	399	SUCCESS	40
30	16159	1550	SUCCESS	41
30	5388	519	SUCCESS	42
30	3511	337	SUCCESS	43
30	5645	546	SUCCESS	44
30	16734	1594	SUCCESS	45
30	11240	1085	SUCCESS	46
30	12267	1192	SUCCESS	47
30	4458	428	SUCCESS	48
30	5433	519	SUCCESS	49
30	4315	415	SUCCESS	50
********************************************************************************
40	7206	438	SUCCESS	1
40	9319	568	SUCCESS	2
40	6886	421	SUCCESS	3
40	32759	1985	SUCCESS	4
40	4759	289	SUCCESS	5
40	52254	3179	SUCCESS	6
40	16633	1006	SUCCESS	7
40	37220	2268	SUCCESS	8
40	6703	409	SUCCESS	9
40	36788	2242	SUCCESS	10
40	11818	722	SUCCESS	11
40	11029	676	SUCCESS	12
40	5075	309	SUCCESS	13
40	9822	596	SUCCESS	14
40	26269	1601	SUCCESS	15
40	23977	1463	SUCCESS	16
40	38093	2319	SUCCESS	17
40	23798	1448	SUCCESS	18
40	6778	415	SUCCESS	19
40	9407	574	SUCCESS	20
40	9351	572	SUCCESS	21
40	9352	572	SUCCESS	22
40	36816	2235	SUCCESS	23
40	6781	414	SUCCESS	24
40	6964	425	SUCCESS	25
40	7287	444	SUCCESS	26
40	9511	579	SUCCESS	27
40	5890	360	SUCCESS	28
40	2673	164	SUCCESS	29
40	12092	742	SUCCESS	30
40	6536	401	SUCCESS	31
40	11215	687	SUCCESS	32
40	38074	2320	SUCCESS	33
40	20740	1262	SUCCESS	34
40	35904	2192	SUCCESS	35
40	9080	554	SUCCESS	36
40	6616	402	SUCCESS	37
40	24020	1462	SUCCESS	38
40	9421	574	SUCCESS	39
40	6147	376	SUCCESS	40
40	5312	322	SUCCESS	41
40	3334	203	SUCCESS	42
40	19871	1213	SUCCESS	43
40	10259	626	SUCCESS	44
40	8044	491	SUCCESS	45
40	6811	415	SUCCESS	46
40	21962	1332	SUCCESS	47
40	4754	290	SUCCESS	48
40	5498	335	SUCCESS	49
40	5616	342	SUCCESS	50
********************************************************************************
50	13266	513	SUCCESS	1
50	18014	699	SUCCESS	2
50	23468	917	SUCCESS	3
50	10111	396	SUCCESS	4
50	18574	723	SUCCESS	5
50	11771	459	SUCCESS	6
50	12371	478	SUCCESS	7
50	7105	274	SUCCESS	8
50	38469	1500	SUCCESS	9
50	17402	679	SUCCESS	10
50	75129	2923	SUCCESS	11
50	75798	2930	SUCCESS	12
50	17622	682	SUCCESS	13
50	39966	1552	SUCCESS	14
50	14368	558	SUCCESS	15
50	8643	338	SUCCESS	16
50	23056	897	SUCCESS	17
50	15160	593	SUCCESS	18
50	16818	657	SUCCESS	19
50	12533	487	SUCCESS	20
50	16466	639	SUCCESS	21
50	14362	558	SUCCESS	22
50	8652	338	SUCCESS	23
50	23086	897	SUCCESS	24
50	15154	593	SUCCESS	25
50	16833	657	SUCCESS	26
50	12523	487	SUCCESS	27
50	16480	639	SUCCESS	28
50	14375	558	SUCCESS	29
50	8659	338	SUCCESS	30
50	23018	897	SUCCESS	31
50	15145	593	SUCCESS	32
50	16847	657	SUCCESS	33
50	12502	487	SUCCESS	34
50	16441	639	SUCCESS	35
50	14370	558	SUCCESS	36
50	8641	338	SUCCESS	37
50	23092	897	SUCCESS	38
50	15160	593	SUCCESS	39
50	16816	657	SUCCESS	40
50	12537	487	SUCCESS	41
50	16481	639	SUCCESS	42
50	14372	558	SUCCESS	43
50	8652	338	SUCCESS	44
50	23051	897	SUCCESS	45
50	15132	593	SUCCESS	46
50	16826	657	SUCCESS	47
50	12534	487	SUCCESS	48
50	16421	639	SUCCESS	49
50	14354	558	SUCCESS	50
********************************************************************************
60	22398	606	SUCCESS	1
60	67081	1809	SUCCESS	2
60	19226	524	SUCCESS	3
60	22385	605	SUCCESS	4
60	62622	1689	SUCCESS	5
60	13947	374	SUCCESS	6
60	106092	2877	SUCCESS	7
60	10202	278	SUCCESS	8
60	34988	942	SUCCESS	9
60	41618	1119	SUCCESS	10
60	38476	1045	SUCCESS	11
60	41892	1126	SUCCESS	12
60	11174	301	SUCCESS	13
60	30922	832	SUCCESS	14
60	9184	248	SUCCESS	15
60	34257	920	SUCCESS	16
60	76986	2078	SUCCESS	17
60	22809	615	SUCCESS	18
60	16897	454	SUCCESS	19
60	146303	3953	SUCCESS	20
60	19121	515	SUCCESS	21
60	10532	284	SUCCESS	22
60	13983	378	SUCCESS	23
60	112504	3034	SUCCESS	24
60	24057	648	SUCCESS	25
60	20043	542	SUCCESS	26
60	38041	1026	SUCCESS	27
60	22223	599	SUCCESS	28
60	175028	4699	SUCCESS	29
60	63852	1716	SUCCESS	30
60	32854	891	SUCCESS	31
60	37131	1010	SUCCESS	32
60	23640	637	SUCCESS	33
60	33150	893	SUCCESS	34
60	29187	786	SUCCESS	35
60	23030	623	SUCCESS	36
60	23373	628	SUCCESS	37
60	13256	357	SUCCESS	38
60	26662	717	SUCCESS	39
60	8697	236	SUCCESS	40
60	20708	558	SUCCESS	41
60	35030	942	SUCCESS	42
60	20735	557	SUCCESS	43
60	21606	580	SUCCESS	44
60	67970	1838	SUCCESS	45
60	33000	893	SUCCESS	46
60	29228	786	SUCCESS	47
60	23024	623	SUCCESS	48
60	23170	628	SUCCESS	49
60	13216	357	SUCCESS	50
********************************************************************************
70	33630	759	SUCCESS	1
70	20319	460	SUCCESS	2
70	28127	633	SUCCESS	3
70	48064	1085	SUCCESS	4
70	38986	883	SUCCESS	5
70	96928	2176	SUCCESS	6
70	44590	1006	SUCCESS	7
70	49898	1126	SUCCESS	8
70	17668	399	SUCCESS	9
70	39036	882	SUCCESS	10
70	40260	905	SUCCESS	11
70	225093	5059	SUCCESS	12
70	37035	836	SUCCESS	13
70	26235	589	SUCCESS	14
70	28339	638	SUCCESS	15
70	39031	881	SUCCESS	16
70	28962	651	SUCCESS	17
70	29375	663	SUCCESS	18
70	31530	711	SUCCESS	19
70	56867	1278	SUCCESS	20
70	58481	1322	SUCCESS	21
70	48939	1104	SUCCESS	22
70	27799	630	SUCCESS	23
70	34871	786	SUCCESS	24
70	47551	1073	SUCCESS	25
70	39461	895	SUCCESS	26
70	37926	856	SUCCESS	27
70	94702	2131	SUCCESS	28
70	38548	864	SUCCESS	29
70	108258	2438	SUCCESS	30
70	52498	1185	SUCCESS	31
70	26184	591	SUCCESS	32
70	33446	756	SUCCESS	33
70	41865	950	SUCCESS	34
70	20052	453	SUCCESS	35
70	26346	595	SUCCESS	36
70	39283	886	SUCCESS	37
70	34012	768	SUCCESS	38
70	21120	478	SUCCESS	39
70	89181	2007	SUCCESS	40
70	142544	3204	SUCCESS	41
70	28161	636	SUCCESS	42
70	86138	1939	SUCCESS	43
70	46216	1045	SUCCESS	44
70	54531	1227	SUCCESS	45
70	145703	3269	SUCCESS	46
70	101717	2296	SUCCESS	47
70	76856	1738	SUCCESS	48
70	44032	992	SUCCESS	49
70	47139	1061	SUCCESS	50
********************************************************************************
80	77091	1293	SUCCESS	1
80	65700	1101	SUCCESS	2
80	31259	524	SUCCESS	3
80	39890	671	SUCCESS	4
80	63522	1066	SUCCESS	5
80	34920	589	SUCCESS	6
80	72460	1212	SUCCESS	7
80	62107	1044	SUCCESS	8
80	122028	2040	SUCCESS	9
80	136622	2297	SUCCESS	10
80	40170	674	SUCCESS	11
80	166342	2788	SUCCESS	12
80	51640	865	SUCCESS	13
80	75398	1262	SUCCESS	14
80	156784	2624	SUCCESS	15
80	24858	416	SUCCESS	16
80	35447	597	SUCCESS	17
80	24010	403	SUCCESS	18
80	89810	1514	SUCCESS	19
80	41023	688	SUCCESS	20
80	94274	1582	SUCCESS	21
80	70331	1180	SUCCESS	22
80	72948	1228	SUCCESS	23
80	40591	681	SUCCESS	24
80	49602	832	SUCCESS	25
80	56803	951	SUCCESS	26
80	35886	603	SUCCESS	27
80	38533	650	SUCCESS	28
80	27121	455	SUCCESS	29
80	20324	340	SUCCESS	30
80	78843	1321	SUCCESS	31
80	54204	918	SUCCESS	32
80	77514	1305	SUCCESS	33
80	67788	1133	SUCCESS	34
80	139267	2332	SUCCESS	35
80	137984	2308	SUCCESS	36
80	177267	2978	SUCCESS	37
80	31364	526	SUCCESS	38
80	65919	1108	SUCCESS	39
80	43882	736	SUCCESS	40
80	79906	1340	SUCCESS	41
80	163857	2747	SUCCESS	42
80	178977	3003	SUCCESS	43
80	143575	2412	SUCCESS	44
80	58325	976	SUCCESS	45
80	50145	840	SUCCESS	46
80	26349	443	SUCCESS	47
80	58975	993	SUCCESS	48
80	37657	631	SUCCESS	49
80	154182	2579	SUCCESS	50
********************************************************************************
90	112158	1566	SUCCESS	1
90	58023	811	SUCCESS	2
90	188670	2630	SUCCESS	3
90	83812	1172	SUCCESS	4
90	105085	1469	SUCCESS	5
90	31531	443	SUCCESS	6
90	77391	1083	SUCCESS	7
90	77969	1090	SUCCESS	8
90	181064	2538	SUCCESS	9
90	41258	578	SUCCESS	10
90	255157	3583	SUCCESS	11
90	123633	1733	SUCCESS	12
90	188677	2644	SUCCESS	13
90	322058	4503	SUCCESS	14
90	85929	1205	SUCCESS	15
90	92754	1303	SUCCESS	16
90	26107	366	SUCCESS	17
90	168792	2366	SUCCESS	18
90	49926	697	SUCCESS	19
90	73017	1024	SUCCESS	20
90	109635	1540	SUCCESS	21
90	97268	1368	SUCCESS	22
90	70865	997	SUCCESS	23
90	60462	849	SUCCESS	24
90	92030	1292	SUCCESS	25
90	44906	629	SUCCESS	26
90	61210	855	SUCCESS	27
90	74228	1039	SUCCESS	28
90	57400	806	SUCCESS	29
90	45408	639	SUCCESS	30
90	339317	4757	SUCCESS	31
90	71016	993	SUCCESS	32
90	92042	1287	SUCCESS	33
90	87073	1222	SUCCESS	34
90	71598	1001	SUCCESS	35
90	71593	998	SUCCESS	36
90	60401	847	SUCCESS	37
90	103956	1455	SUCCESS	38
90	68967	967	SUCCESS	39
90	58433	818	SUCCESS	40
90	68871	966	SUCCESS	41
90	55503	774	SUCCESS	42
90	67242	939	SUCCESS	43
90	76328	1069	SUCCESS	44
90	62597	880	SUCCESS	45
90	119543	1667	SUCCESS	46
90	379606	5322	SUCCESS	47
90	127460	1787	SUCCESS	48
90	70406	982	SUCCESS	49
90	196683	2757	SUCCESS	50
********************************************************************************
100	133438	1412	SUCCESS	1
100	322451	3411	SUCCESS	2
100	124230	1308	SUCCESS	3
100	94895	1007	SUCCESS	4
100	128856	1360	SUCCESS	5
100	485403	5134	SUCCESS	6
100	76753	814	SUCCESS	7
100	93583	993	SUCCESS	8
100	96655	1025	SUCCESS	9
100	450096	4763	SUCCESS	10
100	40991	432	SUCCESS	11
100	102053	1081	SUCCESS	12
100	83233	886	SUCCESS	13
100	295581	3119	SUCCESS	14
100	93475	991	SUCCESS	15
100	72754	771	SUCCESS	16
100	72406	765	SUCCESS	17
100	258599	2727	SUCCESS	18
100	144405	1532	SUCCESS	19
100	91819	970	SUCCESS	20
100	68629	730	SUCCESS	21
100	157635	1672	SUCCESS	22
100	52115	553	SUCCESS	23
100	134182	1422	SUCCESS	24
100	114773	1219	SUCCESS	25
100	52618	560	SUCCESS	26
100	144142	1525	SUCCESS	27
100	154461	1637	SUCCESS	28
100	109708	1167	SUCCESS	29
100	77889	825	SUCCESS	30
100	115829	1232	SUCCESS	31
100	63847	678	SUCCESS	32
100	116035	1232	SUCCESS	33
100	86940	920	SUCCESS	34
100	136959	1453	SUCCESS	35
100	87358	929	SUCCESS	36
100	97294	1029	SUCCESS	37
100	148074	1571	SUCCESS	38
100	64132	682	SUCCESS	39
100	59821	634	SUCCESS	40
100	102080	1085	SUCCESS	41
100	76280	805	SUCCESS	42
100	120835	1285	SUCCESS	43
100	168157	1781	SUCCESS	44
100	339915	3540	SUCCESS	45
100	308369	3262	SUCCESS	46
100	136612	1448	SUCCESS	47
100	95293	1012	SUCCESS	48
100	178629	1893	SUCCESS	49
100	189631	2002	SUCCESS	50
********************************************************************************
4	10	18	SUCCESS	1
4	5	12	SUCCESS	2
4	4	12	SUCCESS	3
4	3	12	SUCCESS	4
4	4	12	SUCCESS	5
4	3	12	SUCCESS	6
4	4	12	SUCCESS	7
4	3	12	SUCCESS	8
4	3	12	SUCCESS	9
4	4	12	SUCCESS	10
4	3	12	SUCCESS	11
4	3	12	SUCCESS	12
4	4	12	SUCCESS	13
4	3	12	SUCCESS	14
4	3	12	SUCCESS	15
4	4	12	SUCCESS	16
4	3	12	SUCCESS	17
4	4	12	SUCCESS	18
4	3	12	SUCCESS	19
4	3	12	SUCCESS	20
4	3	12	SUCCESS	21
4	4	12	SUCCESS	22
4	3	12	SUCCESS	23
4	3	12	SUCCESS	24
4	4	12	SUCCESS	25
4	3	12	SUCCESS	26
4	3	12	SUCCESS	27
4	4	12	SUCCESS	28
4	3	12	SUCCESS	29
4	3	12	SUCCESS	30
4	4	12	SUCCESS	31
4	3	12	SUCCESS	32
4	4	12	SUCCESS	33
4	3	12	SUCCESS	34
4	3	12	SUCCESS	35
4	4	12	SUCCESS	36
4	3	12	SUCCESS	37
4	4	12	SUCCESS	38
4	4	12	SUCCESS	39
4	3	12	SUCCESS	40
4	4	12	SUCCESS	41
4	3	12	SUCCESS	42
4	3	12	SUCCESS	43
4	4	12	SUCCESS	44
4	3	12	SUCCESS	45
4	3	12	SUCCESS	46
4	4	12	SUCCESS	47
4	3	12	SUCCESS	48
4	3	12	SUCCESS	49
4	4	12	SUCCESS	50
********************************************************************************
5	12	19	SUCCESS	1
5	17	39	SUCCESS	2
5	19	44	SUCCESS	3
5	5	8	SUCCESS	4
5	11	20	SUCCESS	5
5	6	12	SUCCESS	6
5	16	37	SUCCESS	7
5	5	7	SUCCESS	8
5	17	43	SUCCESS	9
5	17	44	SUCCESS	10
5	5	8	SUCCESS	11
5	9	20	SUCCESS	12
5	6	12	SUCCESS	13
5	15	37	SUCCESS	14
5	4	7	SUCCESS	15
5	16	43	SUCCESS	16
5	17	44	SUCCESS	17
5	5	8	SUCCESS	18
5	9	20	SUCCESS	19
5	6	12	SUCCESS	20
5	14	37	SUCCESS	21
5	4	7	SUCCESS	22
5	16	43	SUCCESS	23
5	17	44	SUCCESS	24
5	4	8	SUCCESS	25
5	8	20	SUCCESS	26
5	6	12	SUCCESS	27
5	14	37	SUCCESS	28
5	4	7	SUCCESS	29
5	15	43	SUCCESS	30
5	16	44	SUCCESS	31
5	5	8	SUCCESS	32
5	8	20	SUCCESS	33
5	6	12	SUCCESS	34
5	14	37	SUCCESS	35
5	4	7	SUCCESS	36
5	17	43	SUCCESS	37
5	17	44	SUCCESS	38
5	4	8	SUCCESS	39
5	8	20	SUCCESS	40
5	6	12	SUCCESS	41
5	14	37	SUCCESS	42
5	4	7	SUCCESS	43
5	16	43	SUCCESS	44
5	16	44	SUCCESS	45
5	4	8	SUCCESS	46
5	8	20	SUCCESS	47
5	9	12	SUCCESS	48
5	14	37	SUCCESS	49
5	4	7	SUCCESS	50
********************************************************************************
6	108	165	SUCCESS	1
6	285	517	SUCCESS	2
6	82	152	SUCCESS	3
6	25	44	SUCCESS	4
6	274	517	SUCCESS	5
6	80	152	SUCCESS	6
6	24	44	SUCCESS	7
6	272	517	SUCCESS	8
6	83	152	SUCCESS	9
6	24	44	SUCCESS	10
6	272	517	SUCCESS	11
6	80	152	SUCCESS	12
6	24	44	SUCCESS	13
6	272	517	SUCCESS	14
6	80	152	SUCCESS	15
6	24	44	SUCCESS	16
6	275	517	SUCCESS	17
6	79	152	SUCCESS	18
6	24	44	SUCCESS	19
6	271	517	SUCCESS	20
6	80	152	SUCCESS	21
6	24	44	SUCCESS	22
6	273	517	SUCCESS	23
6	80	152	SUCCESS	24
6	24	44	SUCCESS	25
6	272	517	SUCCESS	26
6	80	152	SUCCESS	27
6	24	44	SUCCESS	28
6	271	517	SUCCESS	29
6	80	152	SUCCESS	30
6	24	44	SUCCESS	31
6	277	517	SUCCESS	32
6	80	152	SUCCESS	33
6	24	44	SUCCESS	34
6	269	517	SUCCESS	35
6	80	152	SUCCESS	36
6	24	44	SUCCESS	37
6	271	517	SUCCESS	38
6	80	152	SUCCESS	39
6	23	44	SUCCESS	40
6	274	517	SUCCESS	41
6	81	152	SUCCESS	42
6	24	44	SUCCESS	43
6	270	517	SUCCESS	44
6	78	152	SUCCESS	45
6	24	44	SUCCESS	46
6	272	517	SUCCESS	47
6	80	152	SUCCESS	48
6	26	44	SUCCESS	49
6	271	517	SUCCESS	50
********************************************************************************
7	265	387	SUCCESS	1
7	108	166	SUCCESS	2
7	103	142	SUCCESS	3
7	58	76	SUCCESS	4
7	142	192	SUCCESS	5
7	66	88	SUCCESS	6
7	359	478	SUCCESS	7
7	105	153	SUCCESS	8
7	54	67	SUCCESS	9
7	170	255	SUCCESS	10
7	108	158	SUCCESS	11
7	84	121	SUCCESS	12
7	85	120	SUCCESS	13
7	24	32	SUCCESS	14
7	54	68	SUCCESS	15
7	24	29	SUCCESS	16
7	11	14	SUCCESS	17
7	384	549	SUCCESS	18
7	30	40	SUCCESS	19
7	311	441	SUCCESS	20
7	84	125	SUCCESS	21
7	30	40	SUCCESS	22
7	306	441	SUCCESS	23
7	84	125	SUCCESS	24
